#T/Gev	k/T	\Gamma/T
143	10.5	8.2116547e-2
143	10.6	8.2116491e-2
143	10.7	8.2116436e-2
143	10.8	8.2116383e-2
143	10.9	8.2116331e-2
143	11.	8.211628e-2
143	11.1	8.2116231e-2
143	11.2	8.2116183e-2
143	11.3	8.2116136e-2
143	11.4	8.2116091e-2
143	11.5	8.2116047e-2
143	11.6	8.2116004e-2
143	11.7	8.2115962e-2
143	11.8	8.2115921e-2
143	11.9	8.2115881e-2
143	12.	8.2115842e-2
142	0.1	1.9902753e-1
142	0.2	1.0843222e-1
142	0.3	9.0343058e-2
142	0.4	8.4484529e-2
142	0.5	8.1983364e-2
142	0.6	8.0723653e-2
142	0.7	8.0015056e-2
142	0.8	7.958355e-2
142	0.9	7.9304569e-2
142	1.	7.9115547e-2
142	1.1	7.8982547e-2
142	1.2	7.8886009e-2
142	1.3	7.8814082e-2
142	1.4	7.8759286e-2
142	1.5	7.871673e-2
142	1.6	7.8683119e-2
142	1.7	7.8656176e-2
142	1.8	7.8634294e-2
142	1.9	7.8616309e-2
142	2.	7.860137e-2
142	2.1	7.858884e-2
142	2.2	7.8578239e-2
142	2.3	7.8569197e-2
142	2.4	7.8561428e-2
142	2.5	7.8554706e-2
142	2.6	7.8548854e-2
142	2.7	7.854373e-2
142	2.8	7.8539219e-2
142	2.9	7.8535226e-2
142	3.	7.8531677e-2
142	3.1	7.8528507e-2
142	3.2	7.8525665e-2
142	3.3	7.8523107e-2
142	3.4	7.8520795e-2
142	3.5	7.85187e-2
142	3.6	7.8516794e-2
142	3.7	7.8515055e-2
142	3.8	7.8513465e-2
142	3.9	7.8512005e-2
142	4.	7.8510663e-2
142	4.1	7.8509426e-2
142	4.2	7.8508283e-2
142	4.3	7.8507224e-2
142	4.4	7.8506242e-2
142	4.5	7.8505328e-2
142	4.6	7.8504477e-2
142	4.7	7.8503683e-2
142	4.8	7.850294e-2
142	4.9	7.8502245e-2
142	5.	7.8501593e-2
142	5.1	7.8500981e-2
142	5.2	7.8500406e-2
142	5.3	7.8499863e-2
142	5.4	7.8499352e-2
142	5.5	7.849887e-2
142	5.6	7.8498414e-2
142	5.7	7.8497982e-2
142	5.8	7.8497573e-2
142	5.9	7.8497186e-2
142	6.	7.8496818e-2
142	6.1	7.8496468e-2
142	6.2	7.8496136e-2
142	6.3	7.849582e-2
142	6.4	7.8495518e-2
142	6.5	7.8495231e-2
142	6.6	7.8494957e-2
142	6.7	7.8494695e-2
142	6.8	7.8494445e-2
142	6.9	7.8494206e-2
142	7.	7.8493977e-2
142	7.1	7.8493757e-2
142	7.2	7.8493547e-2
142	7.3	7.8493346e-2
142	7.4	7.8493153e-2
142	7.5	7.8492967e-2
142	7.6	7.8492789e-2
142	7.7	7.8492618e-2
142	7.8	7.8492453e-2
142	7.9	7.8492295e-2
142	8.	7.8492143e-2
142	8.1	7.8491996e-2
142	8.2	7.8491855e-2
142	8.3	7.8491718e-2
142	8.4	7.8491587e-2
142	8.5	7.849146e-2
142	8.6	7.8491338e-2
142	8.7	7.8491219e-2
142	8.8	7.8491105e-2
142	8.9	7.8490995e-2
142	9.	7.8490888e-2
142	9.1	7.8490785e-2
142	9.2	7.8490685e-2
142	9.3	7.8490589e-2
142	9.4	7.8490495e-2
142	9.5	7.8490404e-2
142	9.6	7.8490317e-2
142	9.7	7.8490232e-2
142	9.8	7.8490149e-2
142	9.9	7.8490069e-2
142	10.	7.8489992e-2
142	10.1	7.8489916e-2
142	10.2	7.8489843e-2
142	10.3	7.8489772e-2
142	10.4	7.8489703e-2
142	10.5	7.8489636e-2
142	10.6	7.8489571e-2
142	10.7	7.8489508e-2
142	10.8	7.8489446e-2
142	10.9	7.8489387e-2
142	11.	7.8489328e-2
142	11.1	7.8489272e-2
142	11.2	7.8489217e-2
142	11.3	7.8489163e-2
142	11.4	7.8489111e-2
142	11.5	7.848906e-2
142	11.6	7.848901e-2
142	11.7	7.8488962e-2
142	11.8	7.8488915e-2
142	11.9	7.8488869e-2
142	12.	7.8488824e-2
141	0.1	2.1035067e-1
141	0.2	1.0883281e-1
141	0.3	8.8635187e-2
141	0.4	8.2050949e-2
141	0.5	7.92312e-2
141	0.6	7.7808569e-2
141	0.7	7.700747e-2
141	0.8	7.6519284e-2
141	0.9	7.6203499e-2
141	1.	7.5989459e-2
141	1.1	7.5838815e-2
141	1.2	7.5729445e-2
141	1.3	7.5647944e-2
141	1.4	7.5585844e-2
141	1.5	7.553761e-2
141	1.6	7.5499511e-2
141	1.7	7.5468968e-2
141	1.8	7.5444159e-2
141	1.9	7.5423769e-2
141	2.	7.540683e-2
141	2.1	7.5392623e-2
141	2.2	7.5380602e-2
141	2.3	7.5370348e-2
141	2.4	7.5361537e-2
141	2.5	7.5353914e-2
141	2.6	7.5347278e-2
141	2.7	7.5341466e-2
141	2.8	7.533635e-2
141	2.9	7.5331822e-2
141	3.	7.5327796e-2
141	3.1	7.5324201e-2
141	3.2	7.5320977e-2
141	3.3	7.5318075e-2
141	3.4	7.5315453e-2
141	3.5	7.5313076e-2
141	3.6	7.5310914e-2
141	3.7	7.5308942e-2
141	3.8	7.5307138e-2
141	3.9	7.5305483e-2
141	4.	7.530396e-2
141	4.1	7.5302557e-2
141	4.2	7.530126e-2
141	4.3	7.5300059e-2
141	4.4	7.5298944e-2
141	4.5	7.5297908e-2
141	4.6	7.5296942e-2
141	4.7	7.5296041e-2
141	4.8	7.5295199e-2
141	4.9	7.5294411e-2
141	5.	7.5293671e-2
141	5.1	7.5292977e-2
141	5.2	7.5292324e-2
141	5.3	7.5291709e-2
141	5.4	7.5291129e-2
141	5.5	7.5290581e-2
141	5.6	7.5290064e-2
141	5.7	7.5289574e-2
141	5.8	7.5289111e-2
141	5.9	7.5288671e-2
141	6.	7.5288253e-2
141	6.1	7.5287857e-2
141	6.2	7.528748e-2
141	6.3	7.5287121e-2
141	6.4	7.5286779e-2
141	6.5	7.5286453e-2
141	6.6	7.5286142e-2
141	6.7	7.5285845e-2
141	6.8	7.5285561e-2
141	6.9	7.528529e-2
141	7.	7.528503e-2
141	7.1	7.5284781e-2
141	7.2	7.5284543e-2
141	7.3	7.5284314e-2
141	7.4	7.5284095e-2
141	7.5	7.5283885e-2
141	7.6	7.5283683e-2
141	7.7	7.5283489e-2
141	7.8	7.5283302e-2
141	7.9	7.5283122e-2
141	8.	7.5282949e-2
141	8.1	7.5282783e-2
141	8.2	7.5282622e-2
141	8.3	7.5282468e-2
141	8.4	7.5282318e-2
141	8.5	7.5282175e-2
141	8.6	7.5282036e-2
141	8.7	7.5281902e-2
141	8.8	7.5281772e-2
141	8.9	7.5281647e-2
141	9.	7.5281526e-2
141	9.1	7.5281409e-2
141	9.2	7.5281296e-2
141	9.3	7.5281186e-2
141	9.4	7.528108e-2
141	9.5	7.5280977e-2
141	9.6	7.5280877e-2
141	9.7	7.5280781e-2
141	9.8	7.5280687e-2
141	9.9	7.5280597e-2
141	10.	7.5280509e-2
141	10.1	7.5280423e-2
141	10.2	7.528034e-2
141	10.3	7.528026e-2
141	10.4	7.5280181e-2
141	10.5	7.5280105e-2
141	10.6	7.5280032e-2
141	10.7	7.527996e-2
141	10.8	7.527989e-2
141	10.9	7.5279822e-2
141	11.	7.5279756e-2
141	11.1	7.5279692e-2
141	11.2	7.5279629e-2
141	11.3	7.5279568e-2
141	11.4	7.5279509e-2
141	11.5	7.5279451e-2
141	11.6	7.5279395e-2
141	11.7	7.527934e-2
141	11.8	7.5279287e-2
141	11.9	7.5279235e-2
141	12.	7.5279184e-2
140	0.1	2.212728e-1
140	0.2	1.0954516e-1
140	0.3	8.7265654e-2
140	0.4	7.9955537e-2
140	0.5	7.6815117e-2
140	0.6	7.5227921e-2
140	0.7	7.4333179e-2
140	0.8	7.378753e-2
140	0.9	7.3434394e-2
140	1.	7.3194946e-2
140	1.1	7.3026371e-2
140	1.2	7.2903956e-2
140	1.3	7.2812717e-2
140	1.4	7.2743187e-2
140	1.5	7.2689175e-2
140	1.6	7.2646507e-2
140	1.7	7.26123e-2
140	1.8	7.2584512e-2
140	1.9	7.2561671e-2
140	2.	7.2542696e-2
140	2.1	7.2526781e-2
140	2.2	7.2513313e-2
140	2.3	7.2501825e-2
140	2.4	7.2491953e-2
140	2.5	7.2483412e-2
140	2.6	7.2475977e-2
140	2.7	7.2469465e-2
140	2.8	7.2463731e-2
140	2.9	7.2458657e-2
140	3.	7.2454146e-2
140	3.1	7.2450118e-2
140	3.2	7.2446505e-2
140	3.3	7.2443253e-2
140	3.4	7.2440315e-2
140	3.5	7.2437651e-2
140	3.6	7.2435228e-2
140	3.7	7.2433018e-2
140	3.8	7.2430996e-2
140	3.9	7.2429141e-2
140	4.	7.2427435e-2
140	4.1	7.2425862e-2
140	4.2	7.2424408e-2
140	4.3	7.2423062e-2
140	4.4	7.2421813e-2
140	4.5	7.2420651e-2
140	4.6	7.2419569e-2
140	4.7	7.2418559e-2
140	4.8	7.2417615e-2
140	4.9	7.2416731e-2
140	5.	7.2415903e-2
140	5.1	7.2415124e-2
140	5.2	7.2414392e-2
140	5.3	7.2413703e-2
140	5.4	7.2413053e-2
140	5.5	7.2412439e-2
140	5.6	7.2411859e-2
140	5.7	7.2411311e-2
140	5.8	7.2410791e-2
140	5.9	7.2410298e-2
140	6.	7.240983e-2
140	6.1	7.2409385e-2
140	6.2	7.2408963e-2
140	6.3	7.240856e-2
140	6.4	7.2408177e-2
140	6.5	7.2407812e-2
140	6.6	7.2407463e-2
140	6.7	7.240713e-2
140	6.8	7.2406812e-2
140	6.9	7.2406508e-2
140	7.	7.2406217e-2
140	7.1	7.2405938e-2
140	7.2	7.2405671e-2
140	7.3	7.2405415e-2
140	7.4	7.2405169e-2
140	7.5	7.2404933e-2
140	7.6	7.2404707e-2
140	7.7	7.2404489e-2
140	7.8	7.240428e-2
140	7.9	7.2404078e-2
140	8.	7.2403884e-2
140	8.1	7.2403698e-2
140	8.2	7.2403518e-2
140	8.3	7.2403345e-2
140	8.4	7.2403177e-2
140	8.5	7.2403016e-2
140	8.6	7.240286e-2
140	8.7	7.240271e-2
140	8.8	7.2402565e-2
140	8.9	7.2402424e-2
140	9.	7.2402289e-2
140	9.1	7.2402158e-2
140	9.2	7.2402031e-2
140	9.3	7.2401908e-2
140	9.4	7.2401789e-2
140	9.5	7.2401674e-2
140	9.6	7.2401562e-2
140	9.7	7.2401454e-2
140	9.8	7.2401349e-2
140	9.9	7.2401247e-2
140	10.	7.2401148e-2
140	10.1	7.2401053e-2
140	10.2	7.240096e-2
140	10.3	7.2400869e-2
140	10.4	7.2400782e-2
140	10.5	7.2400697e-2
140	10.6	7.2400614e-2
140	10.7	7.2400533e-2
140	10.8	7.2400455e-2
140	10.9	7.2400379e-2
140	11.	7.2400305e-2
140	11.1	7.2400233e-2
140	11.2	7.2400163e-2
140	11.3	7.2400094e-2
140	11.4	7.2400028e-2
140	11.5	7.2399963e-2
140	11.6	7.23999e-2
140	11.7	7.2399839e-2
140	11.8	7.2399779e-2
140	11.9	7.239972e-2
140	12.	7.2399663e-2
139	0.1	2.3181734e-1
139	0.2	1.1050697e-1
139	0.3	8.617197e-2
139	0.4	7.8135901e-2
139	0.5	7.467274e-2
139	0.6	7.2919321e-2
139	0.7	7.1929782e-2
139	0.8	7.1325876e-2
139	0.9	7.0934831e-2
139	1.	7.0669578e-2
139	1.1	7.048278e-2
139	1.2	7.03471e-2
139	1.3	7.0245956e-2
139	1.4	7.0168867e-2
139	1.5	7.0108975e-2
139	1.6	7.0061658e-2
139	1.7	7.0023719e-2
139	1.8	6.9992898e-2
139	1.9	6.9967562e-2
139	2.	6.9946513e-2
139	2.1	6.9928857e-2
139	2.2	6.9913916e-2
139	2.3	6.9901171e-2
139	2.4	6.9890218e-2
139	2.5	6.9880742e-2
139	2.6	6.9872491e-2
139	2.7	6.9865266e-2
139	2.8	6.9858904e-2
139	2.9	6.9853274e-2
139	3.	6.9848268e-2
139	3.1	6.9843797e-2
139	3.2	6.9839788e-2
139	3.3	6.9836179e-2
139	3.4	6.9832918e-2
139	3.5	6.9829962e-2
139	3.6	6.9827273e-2
139	3.7	6.9824821e-2
139	3.8	6.9822576e-2
139	3.9	6.9820518e-2
139	4.	6.9818624e-2
139	4.1	6.9816878e-2
139	4.2	6.9815265e-2
139	4.3	6.9813771e-2
139	4.4	6.9812385e-2
139	4.5	6.9811096e-2
139	4.6	6.9809895e-2
139	4.7	6.9808774e-2
139	4.8	6.9807726e-2
139	4.9	6.9806745e-2
139	5.	6.9805825e-2
139	5.1	6.9804961e-2
139	5.2	6.9804149e-2
139	5.3	6.9803384e-2
139	5.4	6.9802662e-2
139	5.5	6.9801981e-2
139	5.6	6.9801337e-2
139	5.7	6.9800728e-2
139	5.8	6.9800151e-2
139	5.9	6.9799604e-2
139	6.	6.9799085e-2
139	6.1	6.9798592e-2
139	6.2	6.9798122e-2
139	6.3	6.9797676e-2
139	6.4	6.979725e-2
139	6.5	6.9796845e-2
139	6.6	6.9796458e-2
139	6.7	6.9796088e-2
139	6.8	6.9795735e-2
139	6.9	6.9795397e-2
139	7.	6.9795074e-2
139	7.1	6.9794765e-2
139	7.2	6.9794468e-2
139	7.3	6.9794184e-2
139	7.4	6.9793911e-2
139	7.5	6.9793649e-2
139	7.6	6.9793398e-2
139	7.7	6.9793156e-2
139	7.8	6.9792924e-2
139	7.9	6.97927e-2
139	8.	6.9792485e-2
139	8.1	6.9792278e-2
139	8.2	6.9792078e-2
139	8.3	6.9791886e-2
139	8.4	6.97917e-2
139	8.5	6.9791521e-2
139	8.6	6.9791348e-2
139	8.7	6.9791182e-2
139	8.8	6.979102e-2
139	8.9	6.9790865e-2
139	9.	6.9790714e-2
139	9.1	6.9790568e-2
139	9.2	6.9790427e-2
139	9.3	6.9790291e-2
139	9.4	6.9790159e-2
139	9.5	6.9790031e-2
139	9.6	6.9789907e-2
139	9.7	6.9789787e-2
139	9.8	6.9789671e-2
139	9.9	6.9789558e-2
139	10.	6.9789448e-2
139	10.1	6.9789342e-2
139	10.2	6.9789239e-2
139	10.3	6.9789138e-2
139	10.4	6.9789041e-2
139	10.5	6.9788946e-2
139	10.6	6.9788855e-2
139	10.7	6.9788765e-2
139	10.8	6.9788678e-2
139	10.9	6.9788594e-2
139	11.	6.9788512e-2
139	11.1	6.9788432e-2
139	11.2	6.9788354e-2
139	11.3	6.9788278e-2
139	11.4	6.9788204e-2
139	11.5	6.9788132e-2
139	11.6	6.9788062e-2
139	11.7	6.9787994e-2
139	11.8	6.9787928e-2
139	11.9	6.9787863e-2
139	12.	6.9787799e-2
138	0.1	2.4200391e-1
138	0.2	1.1167205e-1
138	0.3	8.5307847e-2
138	0.4	7.654586e-2
138	0.5	7.27579e-2
138	0.6	7.0836592e-2
138	0.7	6.9751089e-2
138	0.8	6.9088119e-2
138	0.9	6.86586e-2
138	1.	6.8367134e-2
138	1.1	6.8161815e-2
138	1.2	6.8012648e-2
138	1.3	6.7901429e-2
138	1.4	6.7816647e-2
138	1.5	6.7750771e-2
138	1.6	6.769872e-2
138	1.7	6.7656982e-2
138	1.8	6.7623072e-2
138	1.9	6.7595195e-2
138	2.	6.7572034e-2
138	2.1	6.7552605e-2
138	2.2	6.7536162e-2
138	2.3	6.7522136e-2
138	2.4	6.7510082e-2
138	2.5	6.7499653e-2
138	2.6	6.7490572e-2
138	2.7	6.7482619e-2
138	2.8	6.7475616e-2
138	2.9	6.7469419e-2
138	3.	6.7463909e-2
138	3.1	6.7458988e-2
138	3.2	6.7454575e-2
138	3.3	6.7450602e-2
138	3.4	6.7447013e-2
138	3.5	6.7443759e-2
138	3.6	6.7440799e-2
138	3.7	6.7438099e-2
138	3.8	6.7435628e-2
138	3.9	6.7433362e-2
138	4.	6.7431277e-2
138	4.1	6.7429355e-2
138	4.2	6.7427579e-2
138	4.3	6.7425934e-2
138	4.4	6.7424408e-2
138	4.5	6.7422989e-2
138	4.6	6.7421666e-2
138	4.7	6.7420432e-2
138	4.8	6.7419279e-2
138	4.9	6.7418199e-2
138	5.	6.7417186e-2
138	5.1	6.7416235e-2
138	5.2	6.741534e-2
138	5.3	6.7414498e-2
138	5.4	6.7413704e-2
138	5.5	6.7412954e-2
138	5.6	6.7412245e-2
138	5.7	6.7411574e-2
138	5.8	6.7410939e-2
138	5.9	6.7410337e-2
138	6.	6.7409765e-2
138	6.1	6.7409222e-2
138	6.2	6.7408705e-2
138	6.3	6.7408213e-2
138	6.4	6.7407745e-2
138	6.5	6.7407298e-2
138	6.6	6.7406872e-2
138	6.7	6.7406465e-2
138	6.8	6.7406076e-2
138	6.9	6.7405705e-2
138	7.	6.7405349e-2
138	7.1	6.7405008e-2
138	7.2	6.7404682e-2
138	7.3	6.7404368e-2
138	7.4	6.7404068e-2
138	7.5	6.740378e-2
138	7.6	6.7403503e-2
138	7.7	6.7403237e-2
138	7.8	6.7402981e-2
138	7.9	6.7402735e-2
138	8.	6.7402498e-2
138	8.1	6.740227e-2
138	8.2	6.740205e-2
138	8.3	6.7401838e-2
138	8.4	6.7401634e-2
138	8.5	6.7401437e-2
138	8.6	6.7401246e-2
138	8.7	6.7401063e-2
138	8.8	6.7400885e-2
138	8.9	6.7400713e-2
138	9.	6.7400548e-2
138	9.1	6.7400387e-2
138	9.2	6.7400232e-2
138	9.3	6.7400082e-2
138	9.4	6.7399936e-2
138	9.5	6.7399796e-2
138	9.6	6.7399659e-2
138	9.7	6.7399527e-2
138	9.8	6.7399399e-2
138	9.9	6.7399274e-2
138	10.	6.7399154e-2
138	10.1	6.7399037e-2
138	10.2	6.7398923e-2
138	10.3	6.7398813e-2
138	10.4	6.7398705e-2
138	10.5	6.7398601e-2
138	10.6	6.73985e-2
138	10.7	6.7398402e-2
138	10.8	6.7398306e-2
138	10.9	6.7398213e-2
138	11.	6.7398122e-2
138	11.1	6.7398034e-2
138	11.2	6.7397949e-2
138	11.3	6.7397865e-2
138	11.4	6.7397784e-2
138	11.5	6.7397705e-2
138	11.6	6.7397628e-2
138	11.7	6.7397552e-2
138	11.8	6.7397479e-2
138	11.9	6.7397408e-2
138	12.	6.7397338e-2
137	0.1	2.5184904e-1
137	0.2	1.1300523e-1
137	0.3	8.4638038e-2
137	0.4	7.5150275e-2
137	0.5	7.1035482e-2
137	0.6	6.894461e-2
137	0.7	6.7761962e-2
137	0.8	6.7039108e-2
137	0.9	6.6570538e-2
137	1.	6.6252445e-2
137	1.1	6.6028301e-2
137	1.2	6.5865419e-2
137	1.3	6.574395e-2
137	1.4	6.5651341e-2
137	1.5	6.5579372e-2
137	1.6	6.5522503e-2
137	1.7	6.5476896e-2
137	1.8	6.543984e-2
137	1.9	6.5409375e-2
137	2.	6.5384061e-2
137	2.1	6.5362826e-2
137	2.2	6.5344854e-2
137	2.3	6.5329522e-2
137	2.4	6.5316346e-2
137	2.5	6.5304945e-2
137	2.6	6.5295018e-2
137	2.7	6.5286324e-2
137	2.8	6.5278668e-2
137	2.9	6.5271893e-2
137	3.	6.5265869e-2
137	3.1	6.5260488e-2
137	3.2	6.5255664e-2
137	3.3	6.525132e-2
137	3.4	6.5247395e-2
137	3.5	6.5243837e-2
137	3.6	6.5240601e-2
137	3.7	6.5237648e-2
137	3.8	6.5234947e-2
137	3.9	6.5232469e-2
137	4.	6.523019e-2
137	4.1	6.5228088e-2
137	4.2	6.5226146e-2
137	4.3	6.5224347e-2
137	4.4	6.5222678e-2
137	4.5	6.5221126e-2
137	4.6	6.521968e-2
137	4.7	6.5218331e-2
137	4.8	6.521707e-2
137	4.9	6.5215888e-2
137	5.	6.5214781e-2
137	5.1	6.5213741e-2
137	5.2	6.5212762e-2
137	5.3	6.5211841e-2
137	5.4	6.5210973e-2
137	5.5	6.5210153e-2
137	5.6	6.5209377e-2
137	5.7	6.5208644e-2
137	5.8	6.5207949e-2
137	5.9	6.520729e-2
137	6.	6.5206665e-2
137	6.1	6.5206071e-2
137	6.2	6.5205506e-2
137	6.3	6.5204968e-2
137	6.4	6.5204456e-2
137	6.5	6.5203968e-2
137	6.6	6.5203502e-2
137	6.7	6.5203057e-2
137	6.8	6.5202631e-2
137	6.9	6.5202225e-2
137	7.	6.5201836e-2
137	7.1	6.5201463e-2
137	7.2	6.5201106e-2
137	7.3	6.5200763e-2
137	7.4	6.5200435e-2
137	7.5	6.520012e-2
137	7.6	6.5199817e-2
137	7.7	6.5199526e-2
137	7.8	6.5199246e-2
137	7.9	6.5198977e-2
137	8.	6.5198718e-2
137	8.1	6.5198468e-2
137	8.2	6.5198228e-2
137	8.3	6.5197996e-2
137	8.4	6.5197773e-2
137	8.5	6.5197557e-2
137	8.6	6.5197349e-2
137	8.7	6.5197148e-2
137	8.8	6.5196954e-2
137	8.9	6.5196766e-2
137	9.	6.5196585e-2
137	9.1	6.5196409e-2
137	9.2	6.5196239e-2
137	9.3	6.5196075e-2
137	9.4	6.5195916e-2
137	9.5	6.5195762e-2
137	9.6	6.5195613e-2
137	9.7	6.5195468e-2
137	9.8	6.5195328e-2
137	9.9	6.5195192e-2
137	10.	6.519506e-2
137	10.1	6.5194932e-2
137	10.2	6.5194808e-2
137	10.3	6.5194687e-2
137	10.4	6.519457e-2
137	10.5	6.5194456e-2
137	10.6	6.5194345e-2
137	10.7	6.5194238e-2
137	10.8	6.5194133e-2
137	10.9	6.5194031e-2
137	11.	6.5193932e-2
137	11.1	6.5193836e-2
137	11.2	6.5193742e-2
137	11.3	6.5193651e-2
137	11.4	6.5193562e-2
137	11.5	6.5193475e-2
137	11.6	6.5193391e-2
137	11.7	6.5193309e-2
137	11.8	6.5193229e-2
137	11.9	6.519315e-2
137	12.	6.5193074e-2
136	0.1	2.6136659e-1
136	0.2	1.1447905e-1
136	0.3	8.4135071e-2
136	0.4	7.3921795e-2
136	0.5	6.9478154e-2
136	0.6	6.7216035e-2
136	0.7	6.5935047e-2
136	0.8	6.5151477e-2
136	0.9	6.464327e-2
136	1.	6.4298128e-2
136	1.1	6.4054848e-2
136	1.2	6.3878017e-2
136	1.3	6.374612e-2
136	1.4	6.3645545e-2
136	1.5	6.3567376e-2
136	1.6	6.3505599e-2
136	1.7	6.3456053e-2
136	1.8	6.3415792e-2
136	1.9	6.338269e-2
136	2.	6.3355184e-2
136	2.1	6.3332108e-2
136	2.2	6.3312577e-2
136	2.3	6.3295915e-2
136	2.4	6.3281595e-2
136	2.5	6.3269203e-2
136	2.6	6.3258414e-2
136	2.7	6.3248964e-2
136	2.8	6.3240643e-2
136	2.9	6.3233278e-2
136	3.	6.322673e-2
136	3.1	6.3220882e-2
136	3.2	6.3215637e-2
136	3.3	6.3210915e-2
136	3.4	6.3206649e-2
136	3.5	6.3202781e-2
136	3.6	6.3199262e-2
136	3.7	6.3196053e-2
136	3.8	6.3193116e-2
136	3.9	6.3190422e-2
136	4.	6.3187944e-2
136	4.1	6.3185659e-2
136	4.2	6.3183548e-2
136	4.3	6.3181592e-2
136	4.4	6.3179777e-2
136	4.5	6.317809e-2
136	4.6	6.3176518e-2
136	4.7	6.3175051e-2
136	4.8	6.3173679e-2
136	4.9	6.3172395e-2
136	5.	6.3171191e-2
136	5.1	6.317006e-2
136	5.2	6.3168996e-2
136	5.3	6.3167995e-2
136	5.4	6.316705e-2
136	5.5	6.3166159e-2
136	5.6	6.3165316e-2
136	5.7	6.3164519e-2
136	5.8	6.3163763e-2
136	5.9	6.3163047e-2
136	6.	6.3162367e-2
136	6.1	6.3161721e-2
136	6.2	6.3161107e-2
136	6.3	6.3160522e-2
136	6.4	6.3159965e-2
136	6.5	6.3159434e-2
136	6.6	6.3158927e-2
136	6.7	6.3158443e-2
136	6.8	6.3157981e-2
136	6.9	6.3157539e-2
136	7.	6.3157115e-2
136	7.1	6.315671e-2
136	7.2	6.3156322e-2
136	7.3	6.315595e-2
136	7.4	6.3155593e-2
136	7.5	6.315525e-2
136	7.6	6.315492e-2
136	7.7	6.3154604e-2
136	7.8	6.31543e-2
136	7.9	6.3154007e-2
136	8.	6.3153725e-2
136	8.1	6.3153454e-2
136	8.2	6.3153192e-2
136	8.3	6.315294e-2
136	8.4	6.3152697e-2
136	8.5	6.3152463e-2
136	8.6	6.3152237e-2
136	8.7	6.3152018e-2
136	8.8	6.3151807e-2
136	8.9	6.3151603e-2
136	9.	6.3151406e-2
136	9.1	6.3151215e-2
136	9.2	6.315103e-2
136	9.3	6.3150852e-2
136	9.4	6.3150679e-2
136	9.5	6.3150511e-2
136	9.6	6.3150349e-2
136	9.7	6.3150192e-2
136	9.8	6.3150039e-2
136	9.9	6.3149891e-2
136	10.	6.3149748e-2
136	10.1	6.3149608e-2
136	10.2	6.3149473e-2
136	10.3	6.3149342e-2
136	10.4	6.3149214e-2
136	10.5	6.3149091e-2
136	10.6	6.314897e-2
136	10.7	6.3148853e-2
136	10.8	6.3148739e-2
136	10.9	6.3148629e-2
136	11.	6.3148521e-2
136	11.1	6.3148416e-2
136	11.2	6.3148314e-2
136	11.3	6.3148215e-2
136	11.4	6.3148118e-2
136	11.5	6.3148024e-2
136	11.6	6.3147933e-2
136	11.7	6.3147843e-2
136	11.8	6.3147756e-2
136	11.9	6.3147671e-2
136	12.	6.3147588e-2
135	0.1	2.7056818e-1
135	0.2	1.1607164e-1
135	0.3	8.3777115e-2
135	0.4	7.2838713e-2
135	0.5	6.8064232e-2
135	0.6	6.5629174e-2
135	0.7	6.424864e-2
135	0.8	6.3403509e-2
135	0.9	6.2855067e-2
135	1.	6.2482447e-2
135	1.1	6.2219714e-2
135	1.2	6.2028696e-2
135	1.3	6.1886189e-2
135	1.4	6.1777506e-2
135	1.5	6.1693023e-2
135	1.6	6.1626249e-2
135	1.7	6.1572691e-2
135	1.8	6.1529166e-2
135	1.9	6.1493377e-2
135	2.	6.1463637e-2
135	2.1	6.1438685e-2
135	2.2	6.1417566e-2
135	2.3	6.1399547e-2
135	2.4	6.1384061e-2
135	2.5	6.137066e-2
135	2.6	6.1358991e-2
135	2.7	6.1348771e-2
135	2.8	6.1339771e-2
135	2.9	6.1331806e-2
135	3.	6.1324723e-2
135	3.1	6.1318397e-2
135	3.2	6.1312724e-2
135	3.3	6.1307617e-2
135	3.4	6.1303002e-2
135	3.5	6.1298818e-2
135	3.6	6.1295012e-2
135	3.7	6.129154e-2
135	3.8	6.1288363e-2
135	3.9	6.1285448e-2
135	4.	6.1282768e-2
135	4.1	6.1280296e-2
135	4.2	6.1278012e-2
135	4.3	6.1275897e-2
135	4.4	6.1273933e-2
135	4.5	6.1272108e-2
135	4.6	6.1270407e-2
135	4.7	6.126882e-2
135	4.8	6.1267336e-2
135	4.9	6.1265947e-2
135	5.	6.1264644e-2
135	5.1	6.1263421e-2
135	5.2	6.126227e-2
135	5.3	6.1261186e-2
135	5.4	6.1260164e-2
135	5.5	6.12592e-2
135	5.6	6.1258288e-2
135	5.7	6.1257425e-2
135	5.8	6.1256608e-2
135	5.9	6.1255833e-2
135	6.	6.1255097e-2
135	6.1	6.1254398e-2
135	6.2	6.1253734e-2
135	6.3	6.1253101e-2
135	6.4	6.1252498e-2
135	6.5	6.1251924e-2
135	6.6	6.1251375e-2
135	6.7	6.1250852e-2
135	6.8	6.1250351e-2
135	6.9	6.1249873e-2
135	7.	6.1249415e-2
135	7.1	6.1248977e-2
135	7.2	6.1248557e-2
135	7.3	6.1248154e-2
135	7.4	6.1247767e-2
135	7.5	6.1247397e-2
135	7.6	6.124704e-2
135	7.7	6.1246698e-2
135	7.8	6.1246369e-2
135	7.9	6.1246052e-2
135	8.	6.1245747e-2
135	8.1	6.1245453e-2
135	8.2	6.124517e-2
135	8.3	6.1244898e-2
135	8.4	6.1244635e-2
135	8.5	6.1244381e-2
135	8.6	6.1244136e-2
135	8.7	6.12439e-2
135	8.8	6.1243671e-2
